Air District,Title,Number,Report Status,Applicant Name,EJ Project,Identifier,Type,Source Category,Technology,Funded Engines,Project Life,Paid In Full,NOx (tons/yr),ROG (tons/yr),PM (tons/yr),Total NOx (tons),Total ROG (tons),Total PM (tons),Contract Execution,Post Inspection,Grant Amount,Funding Source,Funding/Payment/Withhold Year,Sumif=Funding/Payment/Withhold Amount,Payment/Withhold Date,Equipment ID,First Main Engine Fuel,VIN,Make,Model,Latitude/Longitude,HVIP co-funding
Ventura County APCD,Ventura Unified,21-073,Executed,Ventura Unified,N,Bus #12,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.2169,0.0285,0.0019,2.169,0.285,0.019,7/7/20,,400000,CAP,CAP 2(FY 2018-2019,400000,,695615,ELEC,,Thomas Built,describe other,"34.3018, -119.2973",
Sacramento Metropolitan AQMD,VET-19-0069,VET-19-0069,Executed,Twin Rivers Unified School District,Y,SMAQ007778,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.0855,0.0072,0.0005,0.855,0.072,0.005,4/16/21,,210000,CAP,CAP 2(FY 2018-2019,210000,,744557,ELEC,,,,"38.63615, -121.43447",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0069,VET-19-0069,Executed,Twin Rivers Unified School District,Y,SMQV007779,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1299,0.0121,0.0008,1.299,0.121,0.008,4/16/21,,210000,CAP,CAP 2(FY 2018-2019,210000,,744567,ELEC,,,,"38.63513, -121.43447",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0069,VET-19-0069,Executed,Twin Rivers Unified School District,Y,SMQV007780,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.0777,0.0049,0.0003,0.777,0.049,0.003,4/16/21,,210000,CAP,CAP 2(FY 2018-2019,210000,,744635,ELEC,,,,"38.63513, -121.43447",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0069,VET-19-0069,Executed,Twin Rivers Unified School District,Y,SMQV007781,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.0884,0.0103,0.0007,0.884,0.103,0.007,4/16/21,,210000,CAP,CAP 2(FY 2018-2019,210000,,744637,ELEC,,,,"38.63513, -121.43447",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0069,VET-19-0069,Executed,Twin Rivers Unified School District,Y,SMQV007782,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1144,0.0148,0.001,1.144,0.148,0.01,4/16/21,,210000,CAP,CAP 2(FY 2018-2019,210000,,744639,ELEC,,,,"38.63513, -121.43447",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007902,SB,On-Road Heavy-Duty Vehicles,Replacement,1,6,N,0.1304,0.0116,0.0008,0.7824,0.0696,0.0048,3/4/21,,211627,CAP,CAP 2(FY 2018-2019,211627,,729856,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007918,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1333,0.0125,0.0008,1.333,0.125,0.008,3/4/21,,180000,CAP,CAP 2(FY 2018-2019,180000,,729858,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007919,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1318,0.0121,0.0008,1.318,0.121,0.008,3/4/21,,180000,CAP,CAP 2(FY 2018-2019,180000,,729860,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007963,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1333,0.0125,0.0055,1.333,0.125,0.055,3/4/21,,164999,CAP,CAP 2(FY 2018-2019,164999,,729862,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007964,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1333,0.0125,0.0008,1.333,0.125,0.008,3/4/21,,164999,CAP,CAP 2(FY 2018-2019,164999,,729864,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007965,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1333,0.0125,0.0008,1.333,0.125,0.008,3/4/21,,164999,CAP,CAP 2(FY 2018-2019,164999,,729866,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007966,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1333,0.0125,0.0008,1.333,0.125,0.008,3/4/21,,180000,CAP,CAP 2(FY 2018-2019,180000,,729868,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007967,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1333,0.0125,0.0008,1.333,0.125,0.008,3/4/21,,180000,CAP,CAP 2(FY 2018-2019,180000,,729870,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007968,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1333,0.0125,0.0008,1.333,0.125,0.008,3/4/21,,180000,CAP,CAP 1(FY 2017-2018,180000,,729872,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007969,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1333,0.0125,0.0008,1.333,0.125,0.008,3/4/21,,180000,CAP,CAP 1(FY 2017-2018,180000,,729874,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007970,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1333,0.0125,0.0008,1.333,0.125,0.008,3/4/21,,180000,CAP,CAP 1(FY 2017-2018,180000,,729876,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007971,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1333,0.0125,0.0008,1.333,0.125,0.008,3/4/21,,180000,CAP,CAP 2(FY 2018-2019,180000,,729878,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0078,VET-19-0078,Executed,Elk Grove Unified School District,Y,SMQV007972,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1333,0.0125,0.0008,1.333,0.125,0.008,3/4/21,,180000,CAP,CAP 2(FY 2018-2019,180000,,729880,ELEC,,,,"38.483927, -121.393702",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0080,VET-19-0080,Executed,Center Joint Unified School District,N,SMQV007924,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1454,0.0192,0.0025,1.454,0.192,0.025,12/11/20,,230000,CAP,CAP 2(FY 2018-2019,230000,,761056,ELEC,,,,"38.721964, -121.390998",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0080,VET-19-0080,Executed,Center Joint Unified School District,N,SMQV007973,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.124,0.0107,0.0007,1.24,0.107,0.007,12/11/20,,180000,CAP,CAP 2(FY 2018-2019,180000,,761058,ELEC,,,,"38.721964, -121.390998",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0080,VET-19-0080,Executed,Center Joint Unified School District,N,SMQV007975,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1245,0.0111,0.0008,1.245,0.111,0.008,12/11/20,,180000,CAP,CAP 2(FY 2018-2019,180000,,761060,ELEC,,,,"38.721964, -121.390998",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0080,VET-19-0080,Executed,Center Joint Unified School District,N,SMQV007976,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1245,0.0111,0.0008,1.245,0.111,0.008,12/11/20,,180000,CAP,CAP 2(FY 2018-2019,180000,,761062,ELEC,,,,"38.721964, -121.390998",
Sacramento Metropolitan AQMD,VET-19-0085,VET-19-0085,Executed,Twin Rivers Unified School District,Y,SMQV007923,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.0819,0.0099,0.0007,0.819,0.099,0.007,11/16/20,,180000,CAP,CAP 2(FY 2018-2019,180000,,708861,ELEC,,,,"38.63513, -121.436759",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0085,VET-19-0085,Executed,Twin Rivers Unified School District,Y,SMQV007936,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.0819,0.0099,0.0007,0.819,0.099,0.007,11/16/20,,230000,CAP,CAP 2(FY 2018-2019,230000,,729230,ELEC,,,,"38.63513, -121.436759",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0085,VET-19-0085,Executed,Twin Rivers Unified School District,Y,SMQV007938,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.0819,0.0099,0.0007,0.819,0.099,0.007,11/16/20,,180000,CAP,CAP 2(FY 2018-2019,180000,,729239,ELEC,,,,"38.63513, -121.436759",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0085,VET-19-0085,Executed,Twin Rivers Unified School District,Y,SMQV007939,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.0819,0.0099,0.0007,0.819,0.099,0.007,11/16/20,,180000,CAP,CAP 2(FY 2018-2019,180000,,729237,ELEC,,,,"38.63513, -121.436759",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0085,VET-19-0085,Executed,Twin Rivers Unified School District,Y,SMQV007946,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.0558,0.0056,0.0004,0.558,0.056,0.004,11/16/20,,180000,CAP,CAP 2(FY 2018-2019,180000,,729247,ELEC,,,,"38.63513, -121.436759",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0085,VET-19-0085,Executed,Twin Rivers Unified School District,Y,SMQV007948,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.055,0.0053,0.0004,0.55,0.053,0.004,11/16/20,,177450,CAP,CAP 2(FY 2018-2019,177450,,729249,ELEC,,,,"38.63513, -121.436759",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0085,VET-19-0085,Executed,Twin Rivers Unified School District,Y,SMQV007949,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.055,0.0053,0.0004,0.55,0.053,0.004,11/16/20,,177450,CAP,CAP 2(FY 2018-2019,177450,,729251,ELEC,,,,"38.63513, -121.436759",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0086,VET-19-0086,Executed,Folsom Cordova Unified School District,Y,SMQV007905,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,N,0.135,0.004,0.003,0.675,0.02,0.015,11/23/20,,230000,CAP,CAP 2(FY 2018-2019,230000,,732008,ELEC,,LION,A,"38.57126524262641, -121.31297021718188",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0086,VET-19-0086,Executed,Folsom Cordova Unified School District,Y,SMQV007927,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,N,0.1601,0.0162,0.0075,0.8005,0.081,0.0375,11/23/20,,180000,CAP,CAP 2(FY 2018-2019,180000,,713899,ELEC,,,,"38.57127802091996, -121.3129602673007",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0086,VET-19-0086,Executed,Folsom Cordova Unified School District,Y,SMQV007979,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,N,0.1612,0.0168,0.0077,0.806,0.084,0.0385,11/23/20,,180000,CAP,CAP 2(FY 2018-2019,180000,,713901,ELEC,,,,"38.57127802091996, -121.3129602673007",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0086,VET-19-0086,Executed,Folsom Cordova Unified School District,Y,SMQV007982,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,N,0.1601,0.0162,0.0075,0.8005,0.081,0.0375,11/23/20,,180000,CAP,CAP 2(FY 2018-2019,180000,,713903,ELEC,,,,"38.57127802091996, -121.3129602673007",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0087,VET-19-0087,Executed,Robla School District,Y,SMQV007906,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.0535,0.0029,0.0003,0.535,0.029,0.003,12/11/20,,160000,CAP,CAP 2(FY 2018-2019,160000,,712212,ELEC,,,,"38.6486459, -121.4171353",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0087,VET-19-0087,Executed,Robla School District,Y,SMQV007909,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1246,0.0085,0.0005,1.246,0.085,0.005,12/11/20,,230000,CAP,CAP 2(FY 2018-2019,230000,,746677,ELEC,,,,"38.6486459, -121.4171353",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0087,VET-19-0087,Executed,Robla School District,Y,SMQV007920,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1238,0.0081,0.0034,1.238,0.081,0.034,12/11/20,,230000,CAP,CAP 2(FY 2018-2019,230000,,746685,ELEC,,,,"38.6486459, -121.4171353",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0088,VET-19-0088,Executed,Galt Joint Union Elementary School Distr,Y,SMQV007907,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,N,0.159,0.0165,0.001,0.795,0.0825,0.005,4/16/21,,230000,CAP,CAP 2(FY 2018-2019,230000,,729607,ELEC,,,,"38.283792, -121.300372",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0089,VET-19-0089,Executed,Galt Joint Union High School District,Y,SMQV007911,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,N,0.1157,0.0249,0.0023,0.5785,0.1245,0.0115,4/16/21,,230000,CAP,CAP 2(FY 2018-2019,230000,,729429,ELEC,,Lion,,"38.283792, -121.300372",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0090,VET-19-0090,Executed,Arcohe Union School District,N,SMQV007980,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1138,0.0074,0.0005,1.138,0.074,0.005,9/15/20,,228643,CAP,CAP 2(FY 2018-2019,228643,,746669,ELEC,,LION,D,"38.295345, -121.242501",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0092,VET-19-0092,Executed,River Delta Unified School District,N,SMQV007997,SB,On-Road Heavy-Duty Vehicles,Replacement,1,5,N,0.0741,0.006,0.005,0.3705,0.03,0.025,4/16/21,,230000,CAP,CAP 2(FY 2018-2019,230000,,729378,ELEC,,,,"38.329245, -121.570711",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0093,VET-19-0093,Executed,San Juan Unified School District,Y,SMQV007915,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1384,0.0155,0.0011,1.384,0.155,0.011,12/11/20,,230000,CAP,CAP 2(FY 2018-2019,204774,,746599,ELEC,,,,"38.6450808, -121.3944965",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0093,VET-19-0093,Executed,San Juan Unified School District,Y,SMQV007916,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1371,0.0144,0.001,1.371,0.144,0.01,12/11/20,,180000,CAP,CAP 2(FY 2018-2019,180000,,746609,ELEC,,,,"38.6450808, -121.3944965",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0093,VET-19-0093,Executed,San Juan Unified School District,Y,SMQV007917,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1371,0.0144,0.001,1.371,0.144,0.01,12/11/20,,180000,CAP,CAP 2(FY 2018-2019,180000,,746617,ELEC,,,,"38.6450808, -121.3944965",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0093,VET-19-0093,Executed,San Juan Unified School District,Y,SMQV008003,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1377,0.0151,0.001,1.377,0.151,0.01,12/11/20,,180000,CAP,CAP 1(FY 2017-2018,180000,,746625,ELEC,,,,"38.6450808, -121.3944965",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0093,VET-19-0093,Executed,San Juan Unified School District,Y,SMQV008004,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1371,0.0144,0.001,1.371,0.144,0.01,12/11/20,,180000,CAP,CAP 1(FY 2017-2018,180000,,746639,ELEC,,,,"38.6450808, -121.3944965",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0093,VET-19-0093,Executed,San Juan Unified School District,Y,SMQV008005,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1391,0.0159,0.0011,1.391,0.159,0.011,12/11/20,,180000,CAP,CAP 1(FY 2017-2018,180000,,746655,ELEC,,,,"38.6450808, -121.3944965",HVIP - Hybrid and Zero-Emission Truck and Bus Voucher Incentive Project
Sacramento Metropolitan AQMD,VET-19-0093,VET-19-0093,Executed,San Juan Unified School District,Y,SMQV008006,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.1409,0.015,0.001,1.409,0.15,0.01,12/11/20,,180000,CAP,CAP 1(FY 2017-2018,60000,,746647,ELEC,,,,"38.6450808, -121.3944965",
Sacramento Metropolitan AQMD,VET-19-0094,VET-19-0094,Executed,New Bern Transport Corporation,Y,SMQV007844,HH,Prop 1B,Replacement,1,5,N,0.11,0.0048,0.0002,0.55,0.024,0.001,12/23/20,,200000,CAP,CAP 2(FY 2018-2019,200000,,742777,ELEC,,,,"38.48324850924682, -121.39844829585194",
Sacramento Metropolitan AQMD,VET-19-0094,VET-19-0094,Executed,New Bern Transport Corporation,Y,SMQV007854,MH,Prop 1B,Replacement,1,5,N,0.1198,0.0038,0.0002,0.599,0.019,0.001,12/23/20,,200000,CAP,CAP 2(FY 2018-2019,200000,,742793,ELEC,,,,"38.48324850924682, -121.39844829585194",
Sacramento Metropolitan AQMD,VET-19-0094,VET-19-0094,Executed,New Bern Transport Corporation,Y,SMQV007855,MH,Prop 1B,Replacement,1,5,N,0.1147,0.0036,0.0002,0.5735,0.018,0.001,12/23/20,,200000,CAP,CAP 2(FY 2018-2019,200000,,742795,ELEC,,,,"38.48324850924682, -121.39844829585194",
Sacramento Metropolitan AQMD,VET-19-0094,VET-19-0094,Executed,New Bern Transport Corporation,Y,SMQV007856,MH,Prop 1B,Replacement,1,5,N,0.0846,0.0028,0.0001,0.423,0.014,0.0005,12/23/20,,200000,CAP,CAP 2(FY 2018-2019,200000,,742797,ELEC,,,,"38.48324850924682, -121.39844829585194",
Sacramento Metropolitan AQMD,VET-19-0094,VET-19-0094,Executed,New Bern Transport Corporation,Y,SMQV007857,HH,Prop 1B,Replacement,1,5,N,0.1221,0.0052,0.0002,0.6105,0.026,0.001,12/23/20,,200000,CAP,CAP 2(FY 2018-2019,200000,,742799,ELEC,,,,"38.48324850924682, -121.39844829585194",
Sacramento Metropolitan AQMD,VET-19-0094,VET-19-0094,Executed,New Bern Transport Corporation,Y,SMQV007859,HH,Prop 1B,Replacement,1,5,N,0.0958,0.0042,0.0002,0.479,0.021,0.001,12/23/20,,200000,CAP,CAP 2(FY 2018-2019,200000,,742801,ELEC,,,,"38.48324850924682, -121.39844829585194",
Sacramento Metropolitan AQMD,VET-19-0094,VET-19-0094,Executed,New Bern Transport Corporation,Y,SMQV007860,HH,Prop 1B,Replacement,1,5,N,0.1969,0.008,0.0003,0.9845,0.04,0.0015,12/23/20,,200000,CAP,CAP 2(FY 2018-2019,200000,,742803,ELEC,,,,"38.48324850924682, -121.39844829585194",
Sacramento Metropolitan AQMD,VET-19-0094,VET-19-0094,Executed,New Bern Transport Corporation,Y,SMQV007862,MH,Prop 1B,Replacement,1,5,N,0.088,0.0029,0.0001,0.44,0.0145,0.0005,12/23/20,,200000,CAP,CAP 2(FY 2018-2019,200000,,742805,ELEC,,,,"38.48324850924682, -121.39844829585194",
Sacramento Metropolitan AQMD,VET-20-0055,VET-20-0055,Executed,Vacaville Unified School District,Y,SMQV007462,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,N,0.0753,0.0058,0.0005,0.753,0.058,0.005,9/25/20,,200000,CAP,CAP 1(FY 2017-2018,200000,,760995,ELEC,,Micro Bird,,"38.352348667350576, -122.00178849989996",
Sacramento Metropolitan AQMD,VET-20-0055,VET-20-0055,Executed,Vacaville Unified School District,Y,SMQV007463,SB,On-Road Heavy-Duty Vehicles,Replacement,1,10,Y,0.0748,0.0055,0.0004,0.748,0.055,0.004,9/25/20,,100000,CAP,CAP 1(FY 2017-2018,100000,44369,774533,ELEC,2A9CP2114LJ198509,Lion,Lion C,"38.352348667350576, -122.00178849989996",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2101,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0134,0.0008,0,0.1608,0.0096,0,1/13/21,,16388,CAP,CAP 2(FY 2018-2019,16388,,717718,ELEC,,BYD,K7M-30 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2104,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0133,0.0008,0,0.1596,0.0096,0,1/13/21,,16357,CAP,CAP 2(FY 2018-2019,16357,,731359,ELEC,,BYD,K7M-30 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2107,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0226,0.0014,0,0.2712,0.0168,0,1/13/21,,27712,CAP,CAP 2(FY 2018-2019,27712,,717460,ELEC,,BYD,K7M-30 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2108,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0201,0.0012,0,0.2412,0.0144,0,1/13/21,,24649,CAP,CAP 2(FY 2018-2019,24649,,717746,ELEC,,BYD,K7M-30 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2109,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0184,0.0011,0,0.2208,0.0132,0,1/13/21,,22595,CAP,CAP 2(FY 2018-2019,22595,,717748,ELEC,,BYD,K7M-30 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2110,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0183,0.0011,0,0.2196,0.0132,0,1/13/21,,22400,CAP,CAP 2(FY 2018-2019,22400,,717750,ELEC,,BYD,K7M-30 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2111,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0095,0.0006,0,0.114,0.0072,0,1/13/21,,11708,CAP,CAP 2(FY 2018-2019,11708,,731363,ELEC,,BYD,K7M-30 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2112,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.019,0.0012,0,0.228,0.0144,0,1/13/21,,23361,CAP,CAP 2(FY 2018-2019,23361,,731369,ELEC,,BYD,K7M-30 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2118,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0133,0.0008,0,0.1596,0.0096,0,1/13/21,,16335,CAP,CAP 2(FY 2018-2019,16335,,717756,ELEC,,BYD,K7M-30 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2122,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0112,0.0007,0,0.1344,0.0084,0,1/13/21,,13787,CAP,CAP 2(FY 2018-2019,13787,,731373,ELEC,,BYD,K7M-30 percent27,"33.81498,-117.90618",
South Coast AQMD,Y21-CMP-ATN-OnRd-Rpl,AB134-20333,Executed,Anaheim Transportation Network,Y,2125,UB,On-Road Heavy-Duty Vehicles,Replacement,1,12,N,0.0117,0.0007,0,0.1404,0.0084,0,1/13/21,,14361,CAP,CAP 2(FY 2018-2019,14361,,717760,ELEC,,BYD,K9M-40 percent27,"33.81498,-117.90618",
